date_morning,food_category,food_item,supply_intake,unit,food_origin,provided_by
2016-01-29,Livestock / Poultry,Live cattle,18,(head),Mainland,Food and Environmental Hygiene Department
2016-01-29,Livestock / Poultry,Live chicken,16156,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-01-29,Marine fish,-,1314,(picul),-,Fish Marketing Organization
2016-01-29,Freshwater fish,-,3011,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-01-29,Vegetables,-,4199,(picul),-,Vegetable Marketing Organization
2016-01-29,Vegetables,-,10478,(picul),-,Government Wholesale Markets
2016-01-29,Eggs,-,684e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-01-30,Livestock / Poultry,Live pig,3857,(head),Mainland,Food and Environmental Hygiene Department
2016-01-30,Livestock / Poultry,Live pig,251,(head),Local,Food and Environmental Hygiene Department
2016-01-30,Livestock / Poultry,Live cattle,17,(head),Mainland,Food and Environmental Hygiene Department
2016-01-30,Livestock / Poultry,Live chicken,16070,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-01-30,Marine fish,-,1421,(picul),-,Fish Marketing Organization
2016-01-30,Freshwater fish,-,3033,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-01-30,Vegetables,-,4390,(picul),-,Vegetable Marketing Organization
2016-01-30,Vegetables,-,10214,(picul),-,Government Wholesale Markets
2016-01-30,Eggs,-,448e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-01-31,Livestock / Poultry,Live pig,4660,(head),Mainland,Food and Environmental Hygiene Department
2016-01-31,Livestock / Poultry,Live pig,334,(head),Local,Food and Environmental Hygiene Department
2016-01-31,Livestock / Poultry,Live cattle,64,(head),Mainland,Food and Environmental Hygiene Department
2016-01-31,Livestock / Poultry,Live chicken,14992,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-01-31,Marine fish,-,1517,(picul),-,Fish Marketing Organization
2016-01-31,Freshwater fish,-,2985,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-01-31,Vegetables,-,4983,(picul),-,Vegetable Marketing Organization
2016-01-31,Vegetables,-,7689,(picul),-,Government Wholesale Markets
2016-02-01,Livestock / Poultry,Live pig,4886,(head),Mainland,Food and Environmental Hygiene Department
2016-02-01,Livestock / Poultry,Live pig,259,(head),Local,Food and Environmental Hygiene Department
2016-02-01,Livestock / Poultry,Live cattle,52,(head),Mainland,Food and Environmental Hygiene Department
2016-02-01,Livestock / Poultry,Live chicken,2e3,(bird),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-01,Livestock / Poultry,Live chicken,12670,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-01,Marine fish,-,1494,(picul),-,Fish Marketing Organization
2016-02-01,Freshwater fish,-,3355,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-01,Vegetables,-,5409,(picul),-,Vegetable Marketing Organization
2016-02-01,Vegetables,-,11633,(picul),-,Government Wholesale Markets
2016-02-01,Eggs,-,439e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-02,Livestock / Poultry,Live pig,5030,(head),Mainland,Food and Environmental Hygiene Department
2016-02-02,Livestock / Poultry,Live pig,306,(head),Local,Food and Environmental Hygiene Department
2016-02-02,Livestock / Poultry,Live cattle,50,(head),Mainland,Food and Environmental Hygiene Department
2016-02-02,Livestock / Poultry,Live chicken,18450,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-02,Marine fish,-,1560,(picul),-,Fish Marketing Organization
2016-02-02,Freshwater fish,-,3089,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-02,Vegetables,-,5535,(picul),-,Vegetable Marketing Organization
2016-02-02,Vegetables,-,11105,(picul),-,Government Wholesale Markets
2016-02-02,Eggs,-,501e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-03,Livestock / Poultry,Live pig,5052,(head),Mainland,Food and Environmental Hygiene Department
2016-02-03,Livestock / Poultry,Live pig,351,(head),Local,Food and Environmental Hygiene Department
2016-02-03,Livestock / Poultry,Live cattle,42,(head),Mainland,Food and Environmental Hygiene Department
2016-02-03,Livestock / Poultry,Live chicken,21300,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-03,Marine fish,-,1271,(picul),-,Fish Marketing Organization
2016-02-03,Freshwater fish,-,3540,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-03,Vegetables,-,5807,(picul),-,Vegetable Marketing Organization
2016-02-03,Vegetables,-,10973,(picul),-,Government Wholesale Markets
2016-02-03,Eggs,-,356e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-04,Livestock / Poultry,Live pig,5954,(head),Mainland,Food and Environmental Hygiene Department
2016-02-04,Livestock / Poultry,Live pig,323,(head),Local,Food and Environmental Hygiene Department
2016-02-04,Livestock / Poultry,Live cattle,97,(head),Mainland,Food and Environmental Hygiene Department
2016-02-04,Livestock / Poultry,Live chicken,2e3,(bird),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-04,Livestock / Poultry,Live chicken,29043,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-04,Marine fish,-,1239,(picul),-,Fish Marketing Organization
2016-02-04,Freshwater fish,-,3336,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-04,Vegetables,-,5869,(picul),-,Vegetable Marketing Organization
2016-02-04,Vegetables,-,12936,(picul),-,Government Wholesale Markets
2016-02-04,Eggs,-,588e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-05,Livestock / Poultry,Live pig,6642,(head),Mainland,Food and Environmental Hygiene Department
2016-02-05,Livestock / Poultry,Live pig,493,(head),Local,Food and Environmental Hygiene Department
2016-02-05,Livestock / Poultry,Live cattle,46,(head),Mainland,Food and Environmental Hygiene Department
2016-02-05,Livestock / Poultry,Live chicken,48475,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-05,Marine fish,-,1100,(picul),-,Fish Marketing Organization
2016-02-05,Freshwater fish,-,3356,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-05,Vegetables,-,6553,(picul),-,Vegetable Marketing Organization
2016-02-05,Vegetables,-,10725,(picul),-,Government Wholesale Markets
2016-02-05,Eggs,-,259e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-06,Livestock / Poultry,Live pig,3752,(head),Mainland,Food and Environmental Hygiene Department
2016-02-06,Livestock / Poultry,Live pig,451,(head),Local,Food and Environmental Hygiene Department
2016-02-06,Livestock / Poultry,Live chicken,43936,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-06,Freshwater fish,-,3647,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-06,Vegetables,-,7503,(picul),-,Vegetable Marketing Organization
2016-02-06,Vegetables,-,12788,(picul),-,Government Wholesale Markets
2016-02-06,Eggs,-,276e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-10,Livestock / Poultry,Live pig,1934,(head),Mainland,Food and Environmental Hygiene Department
2016-02-10,Livestock / Poultry,Live pig,103,(head),Local,Food and Environmental Hygiene Department
2016-02-10,Livestock / Poultry,Live cattle,30,(head),Mainland,Food and Environmental Hygiene Department
2016-02-10,Livestock / Poultry,Live chicken,2e3,(bird),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-10,Livestock / Poultry,Live chicken,9850,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-10,Freshwater fish,-,1188,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-10,Vegetables,-,1944,(picul),-,Vegetable Marketing Organization
2016-02-10,Vegetables,-,6996,(picul),-,Government Wholesale Markets
2016-02-11,Livestock / Poultry,Live pig,2435,(head),Mainland,Food and Environmental Hygiene Department
2016-02-11,Livestock / Poultry,Live pig,143,(head),Local,Food and Environmental Hygiene Department
2016-02-11,Livestock / Poultry,Live cattle,17,(head),Mainland,Food and Environmental Hygiene Department
2016-02-11,Livestock / Poultry,Live chicken,10485,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-11,Freshwater fish,-,2629,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-11,Vegetables,-,2182,(picul),-,Vegetable Marketing Organization
2016-02-11,Vegetables,-,9356,(picul),-,Government Wholesale Markets
2016-02-11,Eggs,-,16e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-12,Livestock / Poultry,Live pig,3442,(head),Mainland,Food and Environmental Hygiene Department
2016-02-12,Livestock / Poultry,Live pig,173,(head),Local,Food and Environmental Hygiene Department
2016-02-12,Livestock / Poultry,Live cattle,59,(head),Mainland,Food and Environmental Hygiene Department
2016-02-12,Livestock / Poultry,Live chicken,9537,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-12,Freshwater fish,-,3783,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-12,Vegetables,-,3187,(picul),-,Vegetable Marketing Organization
2016-02-12,Vegetables,-,9999,(picul),-,Government Wholesale Markets
2016-02-12,Eggs,-,618e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-13,Livestock / Poultry,Live pig,4212,(head),Mainland,Food and Environmental Hygiene Department
2016-02-13,Livestock / Poultry,Live pig,217,(head),Local,Food and Environmental Hygiene Department
2016-02-13,Livestock / Poultry,Live cattle,39,(head),Mainland,Food and Environmental Hygiene Department
2016-02-13,Livestock / Poultry,Live chicken,2e3,(bird),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-13,Livestock / Poultry,Live chicken,10400,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-13,Freshwater fish,-,3325,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-13,Vegetables,-,3998,(picul),-,Vegetable Marketing Organization
2016-02-13,Vegetables,-,8729,(picul),-,Government Wholesale Markets
2016-02-13,Eggs,-,508e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-14,Livestock / Poultry,Live pig,4058,(head),Mainland,Food and Environmental Hygiene Department
2016-02-14,Livestock / Poultry,Live pig,241,(head),Local,Food and Environmental Hygiene Department
2016-02-14,Livestock / Poultry,Live cattle,55,(head),Mainland,Food and Environmental Hygiene Department
2016-02-14,Livestock / Poultry,Live chicken,8986,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-14,Marine fish,-,2474,(picul),-,Fish Marketing Organization
2016-02-14,Freshwater fish,-,3082,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-14,Vegetables,-,4615,(picul),-,Vegetable Marketing Organization
2016-02-14,Vegetables,-,8168,(picul),-,Government Wholesale Markets
2016-02-14,Eggs,-,28e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-15,Livestock / Poultry,Live pig,4404,(head),Mainland,Food and Environmental Hygiene Department
2016-02-15,Livestock / Poultry,Live pig,202,(head),Local,Food and Environmental Hygiene Department
2016-02-15,Livestock / Poultry,Live cattle,41,(head),Mainland,Food and Environmental Hygiene Department
2016-02-15,Livestock / Poultry,Live chicken,8588,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-15,Marine fish,-,1015,(picul),-,Fish Marketing Organization
2016-02-15,Freshwater fish,-,3561,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-15,Vegetables,-,4823,(picul),-,Vegetable Marketing Organization
2016-02-15,Vegetables,-,11088,(picul),-,Government Wholesale Markets
2016-02-15,Eggs,-,372e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-16,Livestock / Poultry,Live pig,3751,(head),Mainland,Food and Environmental Hygiene Department
2016-02-16,Livestock / Poultry,Live pig,218,(head),Local,Food and Environmental Hygiene Department
2016-02-16,Livestock / Poultry,Live cattle,18,(head),Mainland,Food and Environmental Hygiene Department
2016-02-16,Livestock / Poultry,Live chicken,2e3,(bird),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-16,Livestock / Poultry,Live chicken,8690,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-16,Marine fish,-,1202,(picul),-,Fish Marketing Organization
2016-02-16,Freshwater fish,-,3174,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-16,Vegetables,-,5130,(picul),-,Vegetable Marketing Organization
2016-02-16,Vegetables,-,10098,(picul),-,Government Wholesale Markets
2016-02-16,Eggs,-,492e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-17,Livestock / Poultry,Live pig,3909,(head),Mainland,Food and Environmental Hygiene Department
2016-02-17,Livestock / Poultry,Live pig,198,(head),Local,Food and Environmental Hygiene Department
2016-02-17,Livestock / Poultry,Live cattle,62,(head),Mainland,Food and Environmental Hygiene Department
2016-02-17,Livestock / Poultry,Live chicken,10263,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-17,Marine fish,-,1181,(picul),-,Fish Marketing Organization
2016-02-17,Freshwater fish,-,3031,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-17,Vegetables,-,4876,(picul),-,Vegetable Marketing Organization
2016-02-17,Vegetables,-,10494,(picul),-,Government Wholesale Markets
2016-02-17,Eggs,-,491e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-18,Livestock / Poultry,Live pig,3580,(head),Mainland,Food and Environmental Hygiene Department
2016-02-18,Livestock / Poultry,Live pig,239,(head),Local,Food and Environmental Hygiene Department
2016-02-18,Livestock / Poultry,Live cattle,77,(head),Mainland,Food and Environmental Hygiene Department
2016-02-18,Livestock / Poultry,Live chicken,9330,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-18,Marine fish,-,1601,(picul),-,Fish Marketing Organization
2016-02-18,Freshwater fish,-,2634,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-18,Vegetables,-,4882,(picul),-,Vegetable Marketing Organization
2016-02-18,Vegetables,-,10808,(picul),-,Government Wholesale Markets
2016-02-18,Eggs,-,372e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-02-19,Livestock / Poultry,Live pig,3955,(head),Mainland,Food and Environmental Hygiene Department
2016-02-19,Livestock / Poultry,Live pig,225,(head),Local,Food and Environmental Hygiene Department
2016-02-19,Livestock / Poultry,Live cattle,62,(head),Mainland,Food and Environmental Hygiene Department
2016-02-19,Livestock / Poultry,Live chicken,13200,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-02-19,Marine fish,-,1468,(picul),-,Fish Marketing Organization
2016-02-19,Freshwater fish,-,3292,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-02-19,Vegetables,-,4749,(picul),-,Vegetable Marketing Organization
2016-02-19,Vegetables,-,9950,(picul),-,Government Wholesale Markets
2016-02-19,Eggs,-,465e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
