food_category,food_item,supply_intake,unit,data_from,food_origin,supplier,date_reported,price_this_morning
Livestock / Poultry,Live pig,3827,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,8/4/2017,NA
Livestock / Poultry,Live pig,306,(head),(Yesterday),Local,Food and Environmental Hygiene Department,8/4/2017,NA
Livestock / Poultry,Live cattle,51,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,8/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,8/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,8/4/2017,NA
Livestock / Poultry,Live chicken,12040,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,8/4/2017,NA
Marine fish,-,2039,(picul),(Yesterday),-,Fish Marketing Organization,8/4/2017,NA
Freshwater fish,-,2290,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,8/4/2017,NA
Vegetables,-,4458,(picul),(Yesterday),-,Vegetable Marketing Organization,8/4/2017,NA
Vegetables,-,11946,(picul),(Yesterday),-,Government Wholesale Markets,8/4/2017,NA
Eggs,-,3760000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,8/4/2017,NA
Livestock / Poultry,Live pig,3987,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,9/4/2017,NA
Livestock / Poultry,Live pig,296,(head),(Yesterday),Local,Food and Environmental Hygiene Department,9/4/2017,NA
Livestock / Poultry,Live cattle,62,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,9/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,9/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,9/4/2017,NA
Livestock / Poultry,Live chicken,11150,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,9/4/2017,NA
Marine fish,-,1716,(picul),(Yesterday),-,Fish Marketing Organization,9/4/2017,NA
Freshwater fish,-,2732,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,9/4/2017,NA
Vegetables,-,4466,(picul),(Yesterday),-,Vegetable Marketing Organization,9/4/2017,NA
Vegetables,-,11484,(picul),(Yesterday),-,Government Wholesale Markets,9/4/2017,NA
Eggs,-,3680000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,9/4/2017,NA
Livestock / Poultry,Live pig,4491,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,10/4/2017,NA
Livestock / Poultry,Live pig,301,(head),(Yesterday),Local,Food and Environmental Hygiene Department,10/4/2017,NA
Livestock / Poultry,Live cattle,57,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,10/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,10/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,10/4/2017,NA
Livestock / Poultry,Live chicken,11958,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,10/4/2017,NA
Marine fish,-,2199,(picul),(Yesterday),-,Fish Marketing Organization,10/4/2017,NA
Freshwater fish,-,2371,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,10/4/2017,NA
Vegetables,-,4428,(picul),(Yesterday),-,Vegetable Marketing Organization,10/4/2017,NA
Vegetables,-,9570,(picul),(Yesterday),-,Government Wholesale Markets,10/4/2017,NA
Eggs,-,240000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,10/4/2017,NA
Livestock / Poultry,Live pig,3934,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,11/4/2017,NA
Livestock / Poultry,Live pig,321,(head),(Yesterday),Local,Food and Environmental Hygiene Department,11/4/2017,NA
Livestock / Poultry,Live cattle,18,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,11/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,11/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,11/4/2017,NA
Livestock / Poultry,Live chicken,9755,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,11/4/2017,NA
Marine fish,-,1967,(picul),(Yesterday),-,Fish Marketing Organization,11/4/2017,NA
Freshwater fish,-,2345,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,11/4/2017,NA
Vegetables,-,4703,(picul),(Yesterday),-,Vegetable Marketing Organization,11/4/2017,NA
Vegetables,-,11517,(picul),(Yesterday),-,Government Wholesale Markets,11/4/2017,NA
Eggs,-,5560000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,11/4/2017,NA
Livestock / Poultry,Live pig,3459,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,12/4/2017,NA
Livestock / Poultry,Live pig,279,(head),(Yesterday),Local,Food and Environmental Hygiene Department,12/4/2017,NA
Livestock / Poultry,Live cattle,35,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,12/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,12/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,12/4/2017,NA
Livestock / Poultry,Live chicken,9385,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,12/4/2017,NA
Marine fish,-,1746,(picul),(Yesterday),-,Fish Marketing Organization,12/4/2017,NA
Freshwater fish,-,2331,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,12/4/2017,NA
Vegetables,-,4693,(picul),(Yesterday),-,Vegetable Marketing Organization,12/4/2017,NA
Vegetables,-,11732,(picul),(Yesterday),-,Government Wholesale Markets,12/4/2017,NA
Eggs,-,5070000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,12/4/2017,NA
Livestock / Poultry,Live pig,3427,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,13/4/2017,NA
Livestock / Poultry,Live pig,189,(head),(Yesterday),Local,Food and Environmental Hygiene Department,13/4/2017,NA
Livestock / Poultry,Live cattle,53,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,13/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,13/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,13/4/2017,NA
Livestock / Poultry,Live chicken,11290,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,13/4/2017,NA
Marine fish,-,1799,(picul),(Yesterday),-,Fish Marketing Organization,13/4/2017,NA
Freshwater fish,-,2409,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,13/4/2017,NA
Vegetables,-,4329,(picul),(Yesterday),-,Vegetable Marketing Organization,13/4/2017,NA
Vegetables,-,11303,(picul),(Yesterday),-,Government Wholesale Markets,13/4/2017,NA
Eggs,-,5330000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,13/4/2017,NA
Livestock / Poultry,Live pig,3038,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,14/4/2017,NA
Livestock / Poultry,Live pig,252,(head),(Yesterday),Local,Food and Environmental Hygiene Department,14/4/2017,NA
Livestock / Poultry,Live cattle,58,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,14/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,14/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,14/4/2017,NA
Livestock / Poultry,Live chicken,9590,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,14/4/2017,NA
Marine fish,-,1553,(picul),(Yesterday),-,Fish Marketing Organization,14/4/2017,NA
Freshwater fish,-,2327,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,14/4/2017,NA
Vegetables,-,4068,(picul),(Yesterday),-,Vegetable Marketing Organization,14/4/2017,NA
Vegetables,-,12210,(picul),(Yesterday),-,Government Wholesale Markets,14/4/2017,NA
Eggs,-,5540000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,14/4/2017,NA
Livestock / Poultry,Live pig,3373,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,15/4/2017,NA
Livestock / Poultry,Live pig,204,(head),(Yesterday),Local,Food and Environmental Hygiene Department,15/4/2017,NA
Livestock / Poultry,Live cattle,18,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,15/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,15/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,15/4/2017,NA
Livestock / Poultry,Live chicken,12130,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,15/4/2017,NA
Marine fish,-,1539,(picul),(Yesterday),-,Fish Marketing Organization,15/4/2017,NA
Freshwater fish,-,2118,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,15/4/2017,NA
Vegetables,-,4000,(picul),(Yesterday),-,Vegetable Marketing Organization,15/4/2017,NA
Vegetables,-,12491,(picul),(Yesterday),-,Government Wholesale Markets,15/4/2017,NA
Eggs,-,4250000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,15/4/2017,NA
Livestock / Poultry,Live pig,3167,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,16/4/2017,NA
Livestock / Poultry,Live pig,217,(head),(Yesterday),Local,Food and Environmental Hygiene Department,16/4/2017,NA
Livestock / Poultry,Live cattle,80,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,16/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,16/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,16/4/2017,NA
Livestock / Poultry,Live chicken,12990,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,16/4/2017,NA
Marine fish,-,1351,(picul),(Yesterday),-,Fish Marketing Organization,16/4/2017,NA
Freshwater fish,-,2477,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,16/4/2017,NA
Vegetables,-,3856,(picul),(Yesterday),-,Vegetable Marketing Organization,16/4/2017,NA
Vegetables,-,10643,(picul),(Yesterday),-,Government Wholesale Markets,16/4/2017,NA
Eggs,-,1760000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,16/4/2017,NA
Livestock / Poultry,Live pig,3353,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,17/4/2017,NA
Livestock / Poultry,Live pig,280,(head),(Yesterday),Local,Food and Environmental Hygiene Department,17/4/2017,NA
Livestock / Poultry,Live cattle,18,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,17/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,17/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,17/4/2017,NA
Livestock / Poultry,Live chicken,10698,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,17/4/2017,NA
Marine fish,-,1530,(picul),(Yesterday),-,Fish Marketing Organization,17/4/2017,NA
Freshwater fish,-,2370,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,17/4/2017,NA
Vegetables,-,3674,(picul),(Yesterday),-,Vegetable Marketing Organization,17/4/2017,NA
Vegetables,-,8333,(picul),(Yesterday),-,Government Wholesale Markets,17/4/2017,NA
Eggs,-,0,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,17/4/2017,NA
Livestock / Poultry,Live pig,3718,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,18/4/2017,NA
Livestock / Poultry,Live pig,269,(head),(Yesterday),Local,Food and Environmental Hygiene Department,18/4/2017,NA
Livestock / Poultry,Live cattle,66,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,18/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,18/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,18/4/2017,NA
Livestock / Poultry,Live chicken,9406,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,18/4/2017,NA
Marine fish,-,1852,(picul),(Yesterday),-,Fish Marketing Organization,18/4/2017,NA
Freshwater fish,-,2235,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,18/4/2017,NA
Vegetables,-,4026,(picul),(Yesterday),-,Vegetable Marketing Organization,18/4/2017,NA
Vegetables,-,11682,(picul),(Yesterday),-,Government Wholesale Markets,18/4/2017,NA
Eggs,-,3680000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,18/4/2017,NA
Livestock / Poultry,Live pig,3962,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,19/4/2017,NA
Livestock / Poultry,Live pig,257,(head),(Yesterday),Local,Food and Environmental Hygiene Department,19/4/2017,NA
Livestock / Poultry,Live cattle,13,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,19/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,19/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,19/4/2017,NA
Livestock / Poultry,Live chicken,11463,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,19/4/2017,NA
Marine fish,-,Rest Day,(picul),(Yesterday),-,Fish Marketing Organization,19/4/2017,NA
Freshwater fish,-,2316,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,19/4/2017,NA
Vegetables,-,4332,(picul),(Yesterday),-,Vegetable Marketing Organization,19/4/2017,NA
Vegetables,-,11550,(picul),(Yesterday),-,Government Wholesale Markets,19/4/2017,NA
Eggs,-,5000000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,19/4/2017,NA
Livestock / Poultry,Live pig,3375,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,20/4/2017,NA
Livestock / Poultry,Live pig,293,(head),(Yesterday),Local,Food and Environmental Hygiene Department,20/4/2017,NA
Livestock / Poultry,Live cattle,48,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,20/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,20/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,20/4/2017,NA
Livestock / Poultry,Live chicken,12460,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,20/4/2017,NA
Marine fish,-,3787,(picul),(Yesterday),-,Fish Marketing Organization,20/4/2017,NA
Freshwater fish,-,1759,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,20/4/2017,NA
Vegetables,-,4278,(picul),(Yesterday),-,Vegetable Marketing Organization,20/4/2017,NA
Vegetables,-,12194,(picul),(Yesterday),-,Government Wholesale Markets,20/4/2017,NA
Eggs,-,4200000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,20/4/2017,NA
Livestock / Poultry,Live pig,4322,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,21/4/2017,NA
Livestock / Poultry,Live pig,255,(head),(Yesterday),Local,Food and Environmental Hygiene Department,21/4/2017,NA
Livestock / Poultry,Live cattle,56,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,21/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,21/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,21/4/2017,NA
Livestock / Poultry,Live chicken,11525,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,21/4/2017,NA
Marine fish,-,1840,(picul),(Yesterday),-,Fish Marketing Organization,21/4/2017,NA
Freshwater fish,-,2586,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,21/4/2017,NA
Vegetables,-,4435,(picul),(Yesterday),-,Vegetable Marketing Organization,21/4/2017,NA
Vegetables,-,11138,(picul),(Yesterday),-,Government Wholesale Markets,21/4/2017,NA
Eggs,-,3080000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,21/4/2017,NA
Livestock / Poultry,Live pig,3756,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,22/4/2017,NA
Livestock / Poultry,Live pig,279,(head),(Yesterday),Local,Food and Environmental Hygiene Department,22/4/2017,NA
Livestock / Poultry,Live cattle,58,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,22/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,22/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,22/4/2017,NA
Livestock / Poultry,Live chicken,11930,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,22/4/2017,NA
Marine fish,-,1661,(picul),(Yesterday),-,Fish Marketing Organization,22/4/2017,NA
Freshwater fish,-,2298,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,22/4/2017,NA
Vegetables,-,4267,(picul),(Yesterday),-,Vegetable Marketing Organization,22/4/2017,NA
Vegetables,-,11517,(picul),(Yesterday),-,Government Wholesale Markets,22/4/2017,NA
Eggs,-,6000000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,22/4/2017,NA
Livestock / Poultry,Live pig,3519,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,23/4/2017,NA
Livestock / Poultry,Live pig,290,(head),(Yesterday),Local,Food and Environmental Hygiene Department,23/4/2017,NA
Livestock / Poultry,Live cattle,30,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,23/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,23/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,23/4/2017,NA
Livestock / Poultry,Live chicken,10340,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,23/4/2017,NA
Marine fish,-,1157,(picul),(Yesterday),-,Fish Marketing Organization,23/4/2017,NA
Freshwater fish,-,2198,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,23/4/2017,NA
Vegetables,-,4518,(picul),(Yesterday),-,Vegetable Marketing Organization,23/4/2017,NA
Vegetables,-,10956,(picul),(Yesterday),-,Government Wholesale Markets,23/4/2017,NA
Eggs,-,3040000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,23/4/2017,NA
Livestock / Poultry,Live pig,4172,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,24/4/2017,NA
Livestock / Poultry,Live pig,382,(head),(Yesterday),Local,Food and Environmental Hygiene Department,24/4/2017,NA
Livestock / Poultry,Live cattle,48,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,24/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,24/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,24/4/2017,NA
Livestock / Poultry,Live chicken,9800,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,24/4/2017,NA
Marine fish,-,2146,(picul),(Yesterday),-,Fish Marketing Organization,24/4/2017,NA
Freshwater fish,-,2569,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,24/4/2017,NA
Vegetables,-,4047,(picul),(Yesterday),-,Vegetable Marketing Organization,24/4/2017,NA
Vegetables,-,8597,(picul),(Yesterday),-,Government Wholesale Markets,24/4/2017,NA
Eggs,-,0,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,24/4/2017,NA
Livestock / Poultry,Live pig,4423,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,25/4/2017,NA
Livestock / Poultry,Live pig,258,(head),(Yesterday),Local,Food and Environmental Hygiene Department,25/4/2017,NA
Livestock / Poultry,Live cattle,53,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,25/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,25/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,25/4/2017,NA
Livestock / Poultry,Live chicken,12271,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,25/4/2017,NA
Marine fish,-,1704,(picul),(Yesterday),-,Fish Marketing Organization,25/4/2017,NA
Freshwater fish,-,2523,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,25/4/2017,NA
Vegetables,-,4450,(picul),(Yesterday),-,Vegetable Marketing Organization,25/4/2017,NA
Vegetables,-,12045,(picul),(Yesterday),-,Government Wholesale Markets,25/4/2017,NA
Eggs,-,3540000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,25/4/2017,NA
Livestock / Poultry,Live pig,4299,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,26/4/2017,NA
Livestock / Poultry,Live pig,285,(head),(Yesterday),Local,Food and Environmental Hygiene Department,26/4/2017,NA
Livestock / Poultry,Live cattle,54,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,26/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,26/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,26/4/2017,NA
Livestock / Poultry,Live chicken,11005,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,26/4/2017,NA
Marine fish,-,1879,(picul),(Yesterday),-,Fish Marketing Organization,26/4/2017,NA
Freshwater fish,-,2422,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,26/4/2017,NA
Vegetables,-,4348,(picul),(Yesterday),-,Vegetable Marketing Organization,26/4/2017,NA
Vegetables,-,11996,(picul),(Yesterday),-,Government Wholesale Markets,26/4/2017,NA
Eggs,-,4160000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,26/4/2017,NA
Livestock / Poultry,Live pig,3861,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,27/4/2017,NA
Livestock / Poultry,Live pig,271,(head),(Yesterday),Local,Food and Environmental Hygiene Department,27/4/2017,NA
Livestock / Poultry,Live cattle,17,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,27/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,27/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,27/4/2017,NA
Livestock / Poultry,Live chicken,10666,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,27/4/2017,NA
Marine fish,-,1955,(picul),(Yesterday),-,Fish Marketing Organization,27/4/2017,NA
Freshwater fish,-,2269,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,27/4/2017,NA
Vegetables,-,3992,(picul),(Yesterday),-,Vegetable Marketing Organization,27/4/2017,NA
Vegetables,-,11567,(picul),(Yesterday),-,Government Wholesale Markets,27/4/2017,NA
Eggs,-,4040000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,27/4/2017,NA
Livestock / Poultry,Live pig,4114,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,28/4/2017,NA
Livestock / Poultry,Live pig,321,(head),(Yesterday),Local,Food and Environmental Hygiene Department,28/4/2017,NA
Livestock / Poultry,Live cattle,50,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,28/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,28/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,28/4/2017,NA
Livestock / Poultry,Live chicken,9286,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,28/4/2017,NA
Marine fish,-,1758,(picul),(Yesterday),-,Fish Marketing Organization,28/4/2017,NA
Freshwater fish,-,2417,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,28/4/2017,NA
Vegetables,-,3905,(picul),(Yesterday),-,Vegetable Marketing Organization,28/4/2017,NA
Vegetables,-,11270,(picul),(Yesterday),-,Government Wholesale Markets,28/4/2017,NA
Eggs,-,2960000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,28/4/2017,NA
Livestock / Poultry,Live pig,3684,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,29/4/2017,NA
Livestock / Poultry,Live pig,267,(head),(Yesterday),Local,Food and Environmental Hygiene Department,29/4/2017,NA
Livestock / Poultry,Live cattle,13,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,29/4/2017,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,29/4/2017,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,29/4/2017,NA
Livestock / Poultry,Live chicken,14125,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,29/4/2017,NA
