date_morning,food_category,food_item,unit,food_origin,provided_by,price_morning
2017-05-15,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,49
2017-05-15,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,34
2017-05-15,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2017-05-15,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,60
2017-05-15,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-15,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,55
2017-05-15,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,36
2017-05-15,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,48
2017-05-15,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-15,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,32
2017-05-15,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16
2017-05-15,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,15.8
2017-05-15,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18.9
2017-05-15,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.4
2017-05-15,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.1
2017-05-15,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.8
2017-05-15,Vegetables,Water Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.3
2017-05-15,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.2
2017-05-15,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9.1
2017-05-15,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.7
2017-05-15,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.8
2017-05-15,Vegetables,"Yard-long bean, white",($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.6
2017-05-15,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9.7
2017-05-15,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4
2017-05-15,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.8
2017-05-15,Vegetables,Chinese Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.8
2017-05-15,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.6
2017-05-15,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.67
2017-05-16,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1287
2017-05-16,Livestock / Poultry,Live cattle,($ / Picul),-,Ng Fung Hong,4090
2017-05-16,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,26.5
2017-05-16,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,50
2017-05-16,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,34
2017-05-16,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2017-05-16,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,60
2017-05-16,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-16,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,55
2017-05-16,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,36
2017-05-16,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,48
2017-05-16,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-16,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2017-05-16,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.2
2017-05-16,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.1
2017-05-16,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19
2017-05-16,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.9
2017-05-16,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5
2017-05-16,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.7
2017-05-16,Vegetables,Water Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.3
2017-05-16,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.9
2017-05-16,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.7
2017-05-16,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.6
2017-05-16,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.9
2017-05-16,Vegetables,"Yard-long bean, white",($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.1
2017-05-16,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9.6
2017-05-16,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.7
2017-05-16,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.7
2017-05-16,Vegetables,Chinese Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.8
2017-05-16,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.6
2017-05-16,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.67
2017-05-17,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1255
2017-05-17,Livestock / Poultry,Live cattle,($ / Picul),-,Ng Fung Hong,4078
2017-05-17,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,26.7
2017-05-17,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,49
2017-05-17,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,33
2017-05-17,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2017-05-17,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,61
2017-05-17,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-17,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,55
2017-05-17,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,36
2017-05-17,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,49
2017-05-17,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-17,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,32
2017-05-17,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16
2017-05-17,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.1
2017-05-17,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19
2017-05-17,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.9
2017-05-17,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.7
2017-05-17,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.8
2017-05-17,Vegetables,Water Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.3
2017-05-17,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.3
2017-05-17,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,8.3
2017-05-17,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.6
2017-05-17,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.6
2017-05-17,Vegetables,"Yard-long bean, white",($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.1
2017-05-17,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9.6
2017-05-17,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.2
2017-05-17,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.7
2017-05-17,Vegetables,Chinese Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.9
2017-05-17,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.6
2017-05-17,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.67
2017-05-18,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1282
2017-05-18,Livestock / Poultry,Live cattle,($ / Picul),-,Ng Fung Hong,4102
2017-05-18,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,28.7
2017-05-18,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,49
2017-05-18,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,33
2017-05-18,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2017-05-18,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,61
2017-05-18,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-18,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,56
2017-05-18,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,36
2017-05-18,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,49
2017-05-18,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-18,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,32
2017-05-18,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16
2017-05-18,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16.1
2017-05-18,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19
2017-05-18,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.8
2017-05-18,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.7
2017-05-18,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.7
2017-05-18,Vegetables,Water Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.4
2017-05-18,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.1
2017-05-18,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.8
2017-05-18,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.6
2017-05-18,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.1
2017-05-18,Vegetables,"Yard-long bean, white",($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.2
2017-05-18,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9.4
2017-05-18,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.4
2017-05-18,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.8
2017-05-18,Vegetables,Chinese Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.5
2017-05-18,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.6
2017-05-18,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.67
2017-05-19,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1288
2017-05-19,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,28.4
2017-05-19,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,51
2017-05-19,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,35
2017-05-19,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2017-05-19,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,61
2017-05-19,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-19,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,56
2017-05-19,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,36
2017-05-19,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,50
2017-05-19,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-19,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,32
2017-05-19,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,15.9
2017-05-19,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,15.4
2017-05-19,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19
2017-05-19,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.8
2017-05-19,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.4
2017-05-19,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.7
2017-05-19,Vegetables,Water Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.3
2017-05-19,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.6
2017-05-19,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7.8
2017-05-19,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.6
2017-05-19,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7.4
2017-05-19,Vegetables,"Yard-long bean, white",($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.2
2017-05-19,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,8.5
2017-05-19,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.6
2017-05-19,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.7
2017-05-19,Vegetables,Chinese Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.7
2017-05-19,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.6
2017-05-19,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.67
2017-05-20,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1310
2017-05-20,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,29.1
2017-05-20,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,51
2017-05-20,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,35
2017-05-20,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2017-05-20,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,61
2017-05-20,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-20,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,56
2017-05-20,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,36
2017-05-20,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,50
2017-05-20,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-20,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,32
2017-05-20,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,15.9
2017-05-20,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,15.4
2017-05-20,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19
2017-05-20,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.8
2017-05-20,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.5
2017-05-20,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.7
2017-05-20,Vegetables,Water Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.3
2017-05-20,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.1
2017-05-20,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,7.1
2017-05-20,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.6
2017-05-20,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.8
2017-05-20,Vegetables,"Yard-long bean, white",($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.4
2017-05-20,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,9.2
2017-05-20,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.6
2017-05-20,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.8
2017-05-20,Vegetables,Chinese Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.9
2017-05-20,Eggs,Brown-shelled egg (medium) Mainland,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.63
2017-05-20,Eggs,Brown-shelled egg (medium) USA,($ / Egg),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,0.67
2017-05-21,Livestock / Poultry,Live pig,($ / Picul),-,Slaughterhouses,1358
2017-05-21,Livestock / Poultry,Live cattle,($ / Picul),-,Ng Fung Hong,4047
2017-05-21,Livestock / Poultry,Live chicken,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,30.9
2017-05-21,Marine fish,Golden thread,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,50
2017-05-21,Marine fish,Horse head,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,34
2017-05-21,Marine fish,Yellow croaker,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,30
2017-05-21,Marine fish,Big eyes,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,60
2017-05-21,Marine fish,Scads,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-21,Marine fish,Breams,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,54
2017-05-21,Marine fish,Hairtail,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,35
2017-05-21,Marine fish,Mackerel,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,50
2017-05-21,Marine fish,Croakers,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15
2017-05-21,Marine fish,Filefish,($ / Catty),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,31
2017-05-21,Freshwater fish,Grass carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,15.9
2017-05-21,Freshwater fish,Big head,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,15.4
2017-05-21,Freshwater fish,Mud carp,($ / Catty),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19
2017-05-21,Vegetables,Flowering Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.1
2017-05-21,Vegetables,White Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.3
2017-05-21,Vegetables,Chinese Lettuce,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,2.8
2017-05-21,Vegetables,Water Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.1
2017-05-21,Vegetables,Chinese Kale,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.9
2017-05-21,Vegetables,European Celery,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.4
2017-05-21,Vegetables,Potato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.5
2017-05-21,Vegetables,Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,5.1
2017-05-21,Vegetables,"Yard-long bean, white",($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,6.2
2017-05-21,Vegetables,Broccoli,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,8.7
2017-05-21,Vegetables,Green Cabbage,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,3.5
2017-05-21,Vegetables,Tomato,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.6
2017-05-21,Vegetables,Chinese Spinach,($ / Catty),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,4.4
