date_morning,food_category,food_item,supply_intake,unit,food_origin,provided_by
2017-03-09,Livestock / Poultry,Live pig,251,(head),Local,Food and Environmental Hygiene Department
2017-03-09,Livestock / Poultry,Live cattle,76,(head),Mainland,Food and Environmental Hygiene Department
2017-03-09,Livestock / Poultry,Live chicken,9547,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-09,Marine fish,NA,1864,(picul),NA,Fish Marketing Organization
2017-03-09,Freshwater fish,NA,3029,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-09,Vegetables,NA,4942,(picul),NA,Vegetable Marketing Organization
2017-03-09,Vegetables,NA,11699,(picul),NA,Government Wholesale Markets
2017-03-09,Eggs,NA,362e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-10,Livestock / Poultry,Live pig,3939,(head),Mainland,Food and Environmental Hygiene Department
2017-03-10,Livestock / Poultry,Live pig,276,(head),Local,Food and Environmental Hygiene Department
2017-03-10,Livestock / Poultry,Live cattle,17,(head),Mainland,Food and Environmental Hygiene Department
2017-03-10,Livestock / Poultry,Live chicken,11320,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-10,Marine fish,NA,1555,(picul),NA,Fish Marketing Organization
2017-03-10,Freshwater fish,NA,2601,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-10,Vegetables,NA,4936,(picul),NA,Vegetable Marketing Organization
2017-03-10,Vegetables,NA,11649,(picul),NA,Government Wholesale Markets
2017-03-10,Eggs,NA,296e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-11,Livestock / Poultry,Live pig,3574,(head),Mainland,Food and Environmental Hygiene Department
2017-03-11,Livestock / Poultry,Live pig,286,(head),Local,Food and Environmental Hygiene Department
2017-03-11,Livestock / Poultry,Live cattle,65,(head),Mainland,Food and Environmental Hygiene Department
2017-03-11,Livestock / Poultry,Live chicken,12770,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-11,Marine fish,NA,1656,(picul),NA,Fish Marketing Organization
2017-03-11,Freshwater fish,NA,1931,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-11,Vegetables,NA,4694,(picul),NA,Vegetable Marketing Organization
2017-03-11,Vegetables,NA,11055,(picul),NA,Government Wholesale Markets
2017-03-11,Eggs,NA,248e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-12,Livestock / Poultry,Live pig,4237,(head),Mainland,Food and Environmental Hygiene Department
2017-03-12,Livestock / Poultry,Live pig,390,(head),Local,Food and Environmental Hygiene Department
2017-03-12,Livestock / Poultry,Live cattle,69,(head),Mainland,Food and Environmental Hygiene Department
2017-03-12,Livestock / Poultry,Live chicken,10384,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-12,Marine fish,NA,1871,(picul),NA,Fish Marketing Organization
2017-03-12,Freshwater fish,NA,2392,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-12,Vegetables,NA,4526,(picul),NA,Vegetable Marketing Organization
2017-03-12,Vegetables,NA,8168,(picul),NA,Government Wholesale Markets
2017-03-13,Livestock / Poultry,Live pig,4115,(head),Mainland,Food and Environmental Hygiene Department
2017-03-13,Livestock / Poultry,Live pig,288,(head),Local,Food and Environmental Hygiene Department
2017-03-13,Livestock / Poultry,Live cattle,17,(head),Mainland,Food and Environmental Hygiene Department
2017-03-13,Livestock / Poultry,Live chicken,11680,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-13,Marine fish,NA,1975,(picul),NA,Fish Marketing Organization
2017-03-13,Freshwater fish,NA,2473,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-13,Vegetables,NA,5027,(picul),NA,Vegetable Marketing Organization
2017-03-13,Vegetables,NA,11418,(picul),NA,Government Wholesale Markets
2017-03-13,Eggs,NA,374e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-14,Livestock / Poultry,Live pig,4019,(head),Mainland,Food and Environmental Hygiene Department
2017-03-14,Livestock / Poultry,Live pig,286,(head),Local,Food and Environmental Hygiene Department
2017-03-14,Livestock / Poultry,Live cattle,66,(head),Mainland,Food and Environmental Hygiene Department
2017-03-14,Livestock / Poultry,Live chicken,11107,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-14,Marine fish,NA,1945,(picul),NA,Fish Marketing Organization
2017-03-14,Freshwater fish,NA,2679,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-14,Vegetables,NA,4935,(picul),NA,Vegetable Marketing Organization
2017-03-14,Vegetables,NA,12359,(picul),NA,Government Wholesale Markets
2017-03-14,Eggs,NA,388e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-15,Livestock / Poultry,Live pig,4002,(head),Mainland,Food and Environmental Hygiene Department
2017-03-15,Livestock / Poultry,Live pig,285,(head),Local,Food and Environmental Hygiene Department
2017-03-15,Livestock / Poultry,Live cattle,51,(head),Mainland,Food and Environmental Hygiene Department
2017-03-15,Livestock / Poultry,Live chicken,11611,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-15,Marine fish,NA,1822,(picul),NA,Fish Marketing Organization
2017-03-15,Freshwater fish,NA,2468,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-15,Vegetables,NA,5190,(picul),NA,Vegetable Marketing Organization
2017-03-15,Vegetables,NA,11913,(picul),NA,Government Wholesale Markets
2017-03-15,Eggs,NA,489e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-17,Livestock / Poultry,Live pig,4071,(head),Mainland,Food and Environmental Hygiene Department
2017-03-17,Livestock / Poultry,Live pig,296,(head),Local,Food and Environmental Hygiene Department
2017-03-17,Livestock / Poultry,Live cattle,32,(head),Mainland,Food and Environmental Hygiene Department
2017-03-17,Livestock / Poultry,Live chicken,10414,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-17,Marine fish,NA,1574,(picul),NA,Fish Marketing Organization
2017-03-17,Freshwater fish,NA,2432,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-17,Vegetables,NA,4986,(picul),NA,Vegetable Marketing Organization
2017-03-17,Vegetables,NA,12507,(picul),NA,Government Wholesale Markets
2017-03-17,Eggs,NA,416e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-18,Livestock / Poultry,Live pig,3864,(head),Mainland,Food and Environmental Hygiene Department
2017-03-18,Livestock / Poultry,Live pig,273,(head),Local,Food and Environmental Hygiene Department
2017-03-18,Livestock / Poultry,Live cattle,35,(head),Mainland,Food and Environmental Hygiene Department
2017-03-18,Livestock / Poultry,Live chicken,10529,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-18,Marine fish,NA,1280,(picul),NA,Fish Marketing Organization
2017-03-18,Freshwater fish,NA,2556,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-18,Vegetables,NA,4814,(picul),NA,Vegetable Marketing Organization
2017-03-18,Vegetables,NA,11946,(picul),NA,Government Wholesale Markets
2017-03-18,Eggs,NA,326e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-19,Livestock / Poultry,Live pig,4324,(head),Mainland,Food and Environmental Hygiene Department
2017-03-19,Livestock / Poultry,Live pig,326,(head),Local,Food and Environmental Hygiene Department
2017-03-19,Livestock / Poultry,Live cattle,63,(head),Mainland,Food and Environmental Hygiene Department
2017-03-19,Livestock / Poultry,Live chicken,9840,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-19,Marine fish,NA,1943,(picul),NA,Fish Marketing Organization
2017-03-19,Freshwater fish,NA,2312,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-19,Vegetables,NA,4251,(picul),NA,Vegetable Marketing Organization
2017-03-19,Vegetables,NA,8696,(picul),NA,Government Wholesale Markets
2017-03-20,Livestock / Poultry,Live pig,3890,(head),Mainland,Food and Environmental Hygiene Department
2017-03-20,Livestock / Poultry,Live pig,301,(head),Local,Food and Environmental Hygiene Department
2017-03-20,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2017-03-20,Livestock / Poultry,Live chicken,9508,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-20,Marine fish,NA,1872,(picul),NA,Fish Marketing Organization
2017-03-20,Freshwater fish,NA,2658,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-20,Vegetables,NA,4791,(picul),NA,Vegetable Marketing Organization
2017-03-20,Vegetables,NA,11847,(picul),NA,Government Wholesale Markets
2017-03-20,Eggs,NA,553e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-21,Livestock / Poultry,Live pig,3638,(head),Mainland,Food and Environmental Hygiene Department
2017-03-21,Livestock / Poultry,Live pig,278,(head),Local,Food and Environmental Hygiene Department
2017-03-21,Livestock / Poultry,Live cattle,58,(head),Mainland,Food and Environmental Hygiene Department
2017-03-21,Livestock / Poultry,Live chicken,11e3,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-21,Marine fish,NA,2180,(picul),NA,Fish Marketing Organization
2017-03-21,Freshwater fish,NA,2425,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-21,Vegetables,NA,4511,(picul),NA,Vegetable Marketing Organization
2017-03-21,Vegetables,NA,11451,(picul),NA,Government Wholesale Markets
2017-03-21,Eggs,NA,514e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-22,Livestock / Poultry,Live pig,3785,(head),Mainland,Food and Environmental Hygiene Department
2017-03-22,Livestock / Poultry,Live pig,298,(head),Local,Food and Environmental Hygiene Department
2017-03-22,Livestock / Poultry,Live cattle,13,(head),Mainland,Food and Environmental Hygiene Department
2017-03-22,Livestock / Poultry,Live chicken,10740,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-22,Marine fish,NA,1971,(picul),NA,Fish Marketing Organization
2017-03-22,Freshwater fish,NA,2374,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-22,Vegetables,NA,4733,(picul),NA,Vegetable Marketing Organization
2017-03-22,Vegetables,NA,12458,(picul),NA,Government Wholesale Markets
2017-03-22,Eggs,NA,364e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-23,Livestock / Poultry,Live pig,4017,(head),Mainland,Food and Environmental Hygiene Department
2017-03-23,Livestock / Poultry,Live pig,372,(head),Local,Food and Environmental Hygiene Department
2017-03-23,Livestock / Poultry,Live cattle,66,(head),Mainland,Food and Environmental Hygiene Department
2017-03-23,Livestock / Poultry,Live chicken,9096,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-23,Marine fish,NA,1799,(picul),NA,Fish Marketing Organization
2017-03-23,Freshwater fish,NA,2498,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-23,Vegetables,NA,4935,(picul),NA,Vegetable Marketing Organization
2017-03-23,Vegetables,NA,11336,(picul),NA,Government Wholesale Markets
2017-03-23,Eggs,NA,312e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-24,Livestock / Poultry,Live pig,4226,(head),Mainland,Food and Environmental Hygiene Department
2017-03-24,Livestock / Poultry,Live pig,338,(head),Local,Food and Environmental Hygiene Department
2017-03-24,Livestock / Poultry,Live cattle,39,(head),Mainland,Food and Environmental Hygiene Department
2017-03-24,Livestock / Poultry,Live chicken,13934,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-24,Marine fish,NA,1751,(picul),NA,Fish Marketing Organization
2017-03-24,Freshwater fish,NA,2445,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-24,Vegetables,NA,4661,(picul),NA,Vegetable Marketing Organization
2017-03-24,Vegetables,NA,11138,(picul),NA,Government Wholesale Markets
2017-03-24,Eggs,NA,32e5,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-25,Livestock / Poultry,Live pig,4206,(head),Mainland,Food and Environmental Hygiene Department
2017-03-25,Livestock / Poultry,Live pig,290,(head),Local,Food and Environmental Hygiene Department
2017-03-25,Livestock / Poultry,Live cattle,59,(head),Mainland,Food and Environmental Hygiene Department
2017-03-25,Livestock / Poultry,Live chicken,13029,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-25,Freshwater fish,NA,1731,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-25,Vegetables,NA,4656,(picul),NA,Vegetable Marketing Organization
2017-03-25,Vegetables,NA,10907,(picul),NA,Government Wholesale Markets
2017-03-25,Eggs,NA,388e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-26,Livestock / Poultry,Live pig,4495,(head),Mainland,Food and Environmental Hygiene Department
2017-03-26,Livestock / Poultry,Live pig,321,(head),Local,Food and Environmental Hygiene Department
2017-03-26,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2017-03-26,Livestock / Poultry,Live chicken,12535,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-26,Marine fish,NA,3396,(picul),NA,Fish Marketing Organization
2017-03-26,Freshwater fish,NA,2324,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-26,Vegetables,NA,4129,(picul),NA,Vegetable Marketing Organization
2017-03-26,Vegetables,NA,8333,(picul),NA,Government Wholesale Markets
2017-03-27,Livestock / Poultry,Live pig,4329,(head),Mainland,Food and Environmental Hygiene Department
2017-03-27,Livestock / Poultry,Live pig,310,(head),Local,Food and Environmental Hygiene Department
2017-03-27,Livestock / Poultry,Live cattle,31,(head),Mainland,Food and Environmental Hygiene Department
2017-03-27,Livestock / Poultry,Live chicken,10630,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-27,Marine fish,NA,1793,(picul),NA,Fish Marketing Organization
2017-03-27,Freshwater fish,NA,2446,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-27,Vegetables,NA,5103,(picul),NA,Vegetable Marketing Organization
2017-03-27,Vegetables,NA,12590,(picul),NA,Government Wholesale Markets
2017-03-27,Eggs,NA,428e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-28,Livestock / Poultry,Live pig,3690,(head),Mainland,Food and Environmental Hygiene Department
2017-03-28,Livestock / Poultry,Live pig,277,(head),Local,Food and Environmental Hygiene Department
2017-03-28,Livestock / Poultry,Live cattle,63,(head),Mainland,Food and Environmental Hygiene Department
2017-03-28,Livestock / Poultry,Live chicken,12148,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-28,Marine fish,NA,1576,(picul),NA,Fish Marketing Organization
2017-03-28,Freshwater fish,NA,2464,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-28,Vegetables,NA,4647,(picul),NA,Vegetable Marketing Organization
2017-03-28,Vegetables,NA,11418,(picul),NA,Government Wholesale Markets
2017-03-28,Eggs,NA,424e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-29,Livestock / Poultry,Live pig,4060,(head),Mainland,Food and Environmental Hygiene Department
2017-03-29,Livestock / Poultry,Live pig,340,(head),Local,Food and Environmental Hygiene Department
2017-03-29,Livestock / Poultry,Live cattle,75,(head),Mainland,Food and Environmental Hygiene Department
2017-03-29,Livestock / Poultry,Live chicken,11402,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-29,Marine fish,NA,1674,(picul),NA,Fish Marketing Organization
2017-03-29,Freshwater fish,NA,2085,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-29,Vegetables,NA,4546,(picul),NA,Vegetable Marketing Organization
2017-03-29,Vegetables,NA,11501,(picul),NA,Government Wholesale Markets
2017-03-29,Eggs,NA,474e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-30,Livestock / Poultry,Live pig,4087,(head),Mainland,Food and Environmental Hygiene Department
2017-03-30,Livestock / Poultry,Live pig,273,(head),Local,Food and Environmental Hygiene Department
2017-03-30,Livestock / Poultry,Live cattle,40,(head),Mainland,Food and Environmental Hygiene Department
2017-03-30,Livestock / Poultry,Live chicken,10543,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-30,Marine fish,NA,1668,(picul),NA,Fish Marketing Organization
2017-03-30,Freshwater fish,NA,2400,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-30,Vegetables,NA,4498,(picul),NA,Vegetable Marketing Organization
2017-03-30,Vegetables,NA,12194,(picul),NA,Government Wholesale Markets
2017-03-30,Eggs,NA,45e5,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-03-31,Livestock / Poultry,Live pig,3686,(head),Mainland,Food and Environmental Hygiene Department
2017-03-31,Livestock / Poultry,Live pig,249,(head),Local,Food and Environmental Hygiene Department
2017-03-31,Livestock / Poultry,Live cattle,34,(head),Mainland,Food and Environmental Hygiene Department
2017-03-31,Livestock / Poultry,Live chicken,14200,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-03-31,Marine fish,NA,1782,(picul),NA,Fish Marketing Organization
2017-03-31,Freshwater fish,NA,2401,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-03-31,Vegetables,NA,4440,(picul),NA,Vegetable Marketing Organization
2017-03-31,Vegetables,NA,12078,(picul),NA,Government Wholesale Markets
2017-03-31,Eggs,NA,332e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-04-01,Livestock / Poultry,Live pig,3599,(head),Mainland,Food and Environmental Hygiene Department
2017-04-01,Livestock / Poultry,Live pig,358,(head),Local,Food and Environmental Hygiene Department
2017-04-01,Livestock / Poultry,Live cattle,53,(head),Mainland,Food and Environmental Hygiene Department
2017-04-01,Livestock / Poultry,Live chicken,13206,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-01,Marine fish,NA,1449,(picul),NA,Fish Marketing Organization
2017-04-01,Freshwater fish,NA,2190,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-04-01,Vegetables,NA,4180,(picul),NA,Vegetable Marketing Organization
2017-04-01,Vegetables,NA,10494,(picul),NA,Government Wholesale Markets
2017-04-01,Eggs,NA,232e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-04-02,Livestock / Poultry,Live pig,4630,(head),Mainland,Food and Environmental Hygiene Department
2017-04-02,Livestock / Poultry,Live pig,376,(head),Local,Food and Environmental Hygiene Department
2017-04-02,Livestock / Poultry,Live cattle,17,(head),Mainland,Food and Environmental Hygiene Department
2017-04-02,Livestock / Poultry,Live chicken,14573,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-02,Marine fish,NA,1476,(picul),NA,Fish Marketing Organization
2017-04-02,Freshwater fish,NA,2761,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-04-02,Vegetables,NA,3953,(picul),NA,Vegetable Marketing Organization
2017-04-02,Vegetables,NA,8250,(picul),NA,Government Wholesale Markets
2017-04-02,Eggs,NA,36e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-04-03,Livestock / Poultry,Live pig,3938,(head),Mainland,Food and Environmental Hygiene Department
2017-04-03,Livestock / Poultry,Live pig,208,(head),Local,Food and Environmental Hygiene Department
2017-04-03,Livestock / Poultry,Live cattle,59,(head),Mainland,Food and Environmental Hygiene Department
2017-04-03,Livestock / Poultry,Live chicken,15408,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-03,Freshwater fish,NA,1807,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-04-03,Vegetables,NA,4621,(picul),NA,Vegetable Marketing Organization
2017-04-03,Vegetables,NA,12441,(picul),NA,Government Wholesale Markets
2017-04-03,Eggs,NA,436e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-04-04,Livestock / Poultry,Live pig,3823,(head),Mainland,Food and Environmental Hygiene Department
2017-04-04,Livestock / Poultry,Live pig,275,(head),Local,Food and Environmental Hygiene Department
2017-04-04,Livestock / Poultry,Live cattle,65,(head),Mainland,Food and Environmental Hygiene Department
2017-04-04,Livestock / Poultry,Live chicken,13796,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-04,Marine fish,NA,3102,(picul),NA,Fish Marketing Organization
2017-04-04,Freshwater fish,NA,2489,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-04-04,Vegetables,NA,3844,(picul),NA,Vegetable Marketing Organization
2017-04-04,Vegetables,NA,11534,(picul),NA,Government Wholesale Markets
2017-04-05,Livestock / Poultry,Live pig,3761,(head),Mainland,Food and Environmental Hygiene Department
2017-04-05,Livestock / Poultry,Live pig,283,(head),Local,Food and Environmental Hygiene Department
2017-04-05,Livestock / Poultry,Live cattle,13,(head),Mainland,Food and Environmental Hygiene Department
2017-04-05,Livestock / Poultry,Live chicken,13120,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-05,Marine fish,NA,1316,(picul),NA,Fish Marketing Organization
2017-04-05,Freshwater fish,NA,2414,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-04-05,Vegetables,NA,4592,(picul),NA,Vegetable Marketing Organization
2017-04-05,Vegetables,NA,11781,(picul),NA,Government Wholesale Markets
2017-04-05,Eggs,NA,576e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-04-06,Livestock / Poultry,Live pig,3949,(head),Mainland,Food and Environmental Hygiene Department
2017-04-06,Livestock / Poultry,Live pig,300,(head),Local,Food and Environmental Hygiene Department
2017-04-06,Livestock / Poultry,Live cattle,80,(head),Mainland,Food and Environmental Hygiene Department
2017-04-06,Livestock / Poultry,Live chicken,9825,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-06,Marine fish,NA,1950,(picul),NA,Fish Marketing Organization
2017-04-06,Freshwater fish,NA,2531,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-04-06,Vegetables,NA,4690,(picul),NA,Vegetable Marketing Organization
2017-04-06,Vegetables,NA,11930,(picul),NA,Government Wholesale Markets
2017-04-06,Eggs,NA,364e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-04-07,Livestock / Poultry,Live pig,3827,(head),Mainland,Food and Environmental Hygiene Department
2017-04-07,Livestock / Poultry,Live pig,306,(head),Local,Food and Environmental Hygiene Department
2017-04-07,Livestock / Poultry,Live cattle,51,(head),Mainland,Food and Environmental Hygiene Department
2017-04-07,Livestock / Poultry,Live chicken,12040,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-07,Marine fish,NA,2039,(picul),NA,Fish Marketing Organization
2017-04-07,Freshwater fish,NA,2290,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-04-07,Vegetables,NA,4458,(picul),NA,Vegetable Marketing Organization
2017-04-07,Vegetables,NA,11946,(picul),NA,Government Wholesale Markets
2017-04-07,Eggs,NA,376e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-04-08,Livestock / Poultry,Live pig,3987,(head),Mainland,Food and Environmental Hygiene Department
2017-04-08,Livestock / Poultry,Live pig,296,(head),Local,Food and Environmental Hygiene Department
2017-04-08,Livestock / Poultry,Live cattle,62,(head),Mainland,Food and Environmental Hygiene Department
2017-04-08,Livestock / Poultry,Live chicken,11150,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-08,Marine fish,NA,1716,(picul),NA,Fish Marketing Organization
2017-04-08,Freshwater fish,NA,2732,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-04-08,Vegetables,NA,4466,(picul),NA,Vegetable Marketing Organization
2017-04-08,Vegetables,NA,11484,(picul),NA,Government Wholesale Markets
2017-04-08,Eggs,NA,368e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-04-09,Livestock / Poultry,Live pig,4491,(head),Mainland,Food and Environmental Hygiene Department
2017-04-09,Livestock / Poultry,Live pig,301,(head),Local,Food and Environmental Hygiene Department
2017-04-09,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2017-04-09,Livestock / Poultry,Live chicken,11958,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-09,Marine fish,NA,2199,(picul),NA,Fish Marketing Organization
2017-04-09,Freshwater fish,NA,2371,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-04-09,Vegetables,NA,4428,(picul),NA,Vegetable Marketing Organization
2017-04-09,Vegetables,NA,9570,(picul),NA,Government Wholesale Markets
2017-04-09,Eggs,NA,24e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-04-10,Livestock / Poultry,Live pig,3934,(head),Mainland,Food and Environmental Hygiene Department
2017-04-10,Livestock / Poultry,Live pig,321,(head),Local,Food and Environmental Hygiene Department
2017-04-10,Livestock / Poultry,Live cattle,18,(head),Mainland,Food and Environmental Hygiene Department
2017-04-10,Livestock / Poultry,Live chicken,9755,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-10,Marine fish,NA,1967,(picul),NA,Fish Marketing Organization
2017-04-10,Freshwater fish,NA,2345,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2017-04-10,Vegetables,NA,4703,(picul),NA,Vegetable Marketing Organization
2017-04-10,Vegetables,NA,11517,(picul),NA,Government Wholesale Markets
2017-04-10,Eggs,NA,556e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2017-04-11,Livestock / Poultry,Live pig,3459,(head),Mainland,Food and Environmental Hygiene Department
2017-04-11,Livestock / Poultry,Live pig,279,(head),Local,Food and Environmental Hygiene Department
2017-04-11,Livestock / Poultry,Live cattle,35,(head),Mainland,Food and Environmental Hygiene Department
2017-04-11,Livestock / Poultry,Live chicken,9385,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2017-04-11,Marine fish,NA,1746,(picul),NA,Fish Marketing Organization
