date_morning,food_category,food_item,price_morning,unit,food_origin,provided_by
2016-01-03,Vegetables,Spinach,6.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-03,Vegetables,Water Cress,5.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-03,Vegetables,Broccoli,8.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-03,Vegetables,Green Cabbage,5.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-03,Vegetables,Tomato,5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-03,Vegetables,Pea Shoot,26.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-03,Eggs,Brown-shelled egg (medium) Mainland,0.69,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-03,Eggs,Brown-shelled egg (medium) USA,0.86,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-04,Livestock / Poultry,Live pig,1506,($ / Picul),NA,Slaughterhouses
2016-01-04,Livestock / Poultry,Live cattle,4265,($ / Picul),NA,Ng Fung Hong
2016-01-04,Livestock / Poultry,Live chicken,41.5,($ / Catty),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-01-04,Livestock / Poultry,Live chicken,41.5,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-01-04,Marine fish,Golden thread,51,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-04,Marine fish,Horse head,37,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-04,Marine fish,Yellow croaker,31,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-04,Marine fish,Big eyes,50,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-04,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-04,Marine fish,Breams,52,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-04,Marine fish,Hairtail,37,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-04,Marine fish,Mackerel,46,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-04,Marine fish,Croakers,16,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-04,Marine fish,Filefish,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-04,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-04,Freshwater fish,Big head,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-04,Freshwater fish,Mud carp,18.6,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-04,Vegetables,Flowering Cabbage,5.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,White Cabbage,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,Chinese Lettuce,4.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,Chrysanthemum Garland,6.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,Chinese Kale,4.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,European Celery,9.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,Potato,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,Spinach,6.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,Water Cress,5.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,Broccoli,8.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,Green Cabbage,6.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,Tomato,5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Vegetables,Pea Shoot,25.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-04,Eggs,Brown-shelled egg (medium) Mainland,0.69,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-04,Eggs,Brown-shelled egg (medium) USA,0.86,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-05,Livestock / Poultry,Live pig,1469,($ / Picul),NA,Slaughterhouses
2016-01-05,Livestock / Poultry,Live cattle,4253,($ / Picul),NA,Ng Fung Hong
2016-01-05,Livestock / Poultry,Live chicken,41.5,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-01-05,Marine fish,Golden thread,50,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-05,Marine fish,Horse head,36,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-05,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-05,Marine fish,Big eyes,50,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-05,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-05,Marine fish,Breams,51,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-05,Marine fish,Hairtail,36,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-05,Marine fish,Mackerel,45,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-05,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-05,Marine fish,Filefish,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-05,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-05,Freshwater fish,Big head,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-05,Freshwater fish,Mud carp,18.6,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-05,Vegetables,Flowering Cabbage,5.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,White Cabbage,4.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,Chinese Lettuce,4.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,Chrysanthemum Garland,5.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,Chinese Kale,4.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,European Celery,7.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,Potato,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,Spinach,6.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,Water Cress,5.4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,Broccoli,8.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,Green Cabbage,5.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,Tomato,5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Vegetables,Pea Shoot,22.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-05,Eggs,Brown-shelled egg (medium) Mainland,0.71,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-05,Eggs,Brown-shelled egg (medium) USA,0.86,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-06,Livestock / Poultry,Live pig,1404,($ / Picul),NA,Slaughterhouses
2016-01-06,Livestock / Poultry,Live cattle,4229,($ / Picul),NA,Ng Fung Hong
2016-01-06,Livestock / Poultry,Live chicken,41.3,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-01-06,Marine fish,Golden thread,50,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-06,Marine fish,Horse head,36,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-06,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-06,Marine fish,Big eyes,51,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-06,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-06,Marine fish,Breams,52,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-06,Marine fish,Hairtail,37,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-06,Marine fish,Mackerel,45,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-06,Marine fish,Croakers,16,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-06,Marine fish,Filefish,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-06,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-06,Freshwater fish,Big head,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-06,Freshwater fish,Mud carp,18.4,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-06,Vegetables,Flowering Cabbage,5.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,White Cabbage,3.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,Chinese Lettuce,4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,Chrysanthemum Garland,5.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,Chinese Kale,4.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,European Celery,10.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,Potato,4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,Spinach,6.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,Water Cress,5.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,Broccoli,8.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,Green Cabbage,6.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,Tomato,5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Vegetables,Pea Shoot,20.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-06,Eggs,Brown-shelled egg (medium) Mainland,0.71,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-06,Eggs,Brown-shelled egg (medium) USA,0.86,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-07,Livestock / Poultry,Live pig,1428,($ / Picul),NA,Slaughterhouses
2016-01-07,Livestock / Poultry,Live cattle,4265,($ / Picul),NA,Ng Fung Hong
2016-01-07,Livestock / Poultry,Live chicken,41.5,($ / Catty),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-01-07,Livestock / Poultry,Live chicken,41.5,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-01-07,Marine fish,Golden thread,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-07,Marine fish,Horse head,36,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-07,Marine fish,Yellow croaker,29,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-07,Marine fish,Big eyes,50,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-07,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-07,Marine fish,Breams,53,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-07,Marine fish,Hairtail,37,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-07,Marine fish,Mackerel,45,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-07,Marine fish,Croakers,16,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-07,Marine fish,Filefish,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-07,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-07,Freshwater fish,Big head,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-07,Freshwater fish,Mud carp,18.6,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-07,Vegetables,Flowering Cabbage,5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,White Cabbage,5.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,Chinese Lettuce,3.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,Chrysanthemum Garland,5.4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,Chinese Kale,4.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,European Celery,8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,Potato,3.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,Spinach,6.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,Water Cress,4.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,Broccoli,8.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,Green Cabbage,6.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,Tomato,5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Vegetables,Pea Shoot,19.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-01-07,Eggs,Brown-shelled egg (medium) Mainland,0.71,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-07,Eggs,Brown-shelled egg (medium) USA,0.86,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-01-08,Livestock / Poultry,Live pig,1457,($ / Picul),NA,Slaughterhouses
2016-01-08,Livestock / Poultry,Live chicken,41.3,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-01-08,Marine fish,Golden thread,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-08,Marine fish,Horse head,36,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-08,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-08,Marine fish,Big eyes,51,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-08,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-08,Marine fish,Breams,52,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-08,Marine fish,Hairtail,37,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-08,Marine fish,Mackerel,45,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-08,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-08,Marine fish,Filefish,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-01-08,Freshwater fish,Grass carp,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
